id,locality,post_code,,
32479,Katherine East,850,,
32480,Katherine South,850,,
32481,King Ash Bay,854,,
32482,Knuckey Lagoon,828,,
32483,Koolpinyah,822,,
32484,Lajamanu,852,,
32485,Lake Bennett,822,,
32486,Lambells Lagoon,822,,
32487,Lansdowne,850,,
32488,Larrakeyah,820,,
32489,Larrimah,852,,
32490,Leanyer,812,,
32491,Lee Point,810,,
32492,Limmen,852,,
32493,Litchfield Park,822,,
32494,Livingstone,822,,
32495,Lloyd Creek,822,,
32496,Ludmilla,820,,
32497,Lyons,810,,
32498,Malak,812,,
32499,Manbulloo,852,,
32500,Mandorah,822,,
32501,Maningrida,822,,
32502,Manton,837,,
32503,Maranboy,852,,
32504,Maranunga,822,,
32505,Margaret River,822,,
32506,Marlow Lagoon,830,,
32507,Marrakai,822,,
32508,Marrara,812,,
32509,Mataranka,852,,
32510,Mcarthur,852,,
32511,Mcminns Lagoon,822,,
32512,Mickett Creek,822,,
32513,Middle Point,822,,
32514,Milikapiti,822,,
32515,Milingimbi,822,,
32516,Millner,810,,
32517,Millwood,822,,
32518,Milyakburra,822,,
32519,Miniyeri,852,,
32520,Minjilang,822,,
32521,Mitchell,832,,
32522,Moil,810,,
32523,Moulden,830,,
32524,Mount Bundey,822,,
32525,Muirhead,810,,
32526,Murrumujuk,822,,
32527,Nakara,810,,
32528,Nauiyu,822,,
32529,Nemarluk,822,,
32530,Nganmarriyanga,822,,
32531,Nguiu,822,,
32532,Ngukurr,852,,
32533,Nhulunbuy,880,,
32534,Nhulunbuy,881,,
32535,Nightcliff,810,,
32536,Nightcliff,814,,
32537,Nitmiluk,852,,
32538,Noonamah,837,,
32539,Northlakes,812,,
32540,Numbulwar,852,,
32541,Numburindi,822,,
32542,Oenpelli,822,,
32543,Palmerston,830,,
32544,Palmerston,831,,
32545,Palumpa,822,,
32546,Parap,820,,
32547,Pellew Islands,852,,
32548,Peppimenarti,822,,
32549,Pigeon Hole,852,,
32550,Pine Creek,847,,
32551,Pinelands,829,,
32552,Pirlangimpi,822,,
32553,Point Stephens,822,,
32554,Point Stuart,822,,
32555,Pularumpi,822,,
32556,Raaf Base Darwin,820,,
32557,Rakula,822,,
32558,Ramingining,822,,
32559,Rapid Creek,810,,
32560,Robin Falls,822,,
32561,Robinson River,852,,
32562,Rosebery,832,,
32563,Rosebery Heights,832,,
32564,Rum Jungle,822,,
32565,Sanderson,812,,
32566,Sanderson,813,,
32567,Shoal Bay,830,,
32568,Southport,822,,
32569,Stapleton,822,,
32570,Stuart Park,820,,
32571,Sturt Plateau,852,,
32572,Tanami East,852,,
32573,Thamarrurr,822,,
32574,The Gardens,820,,
32575,The Narrows,820,,
32576,Timber Creek,852,,
32577,Tindal,853,,
32578,Tipperary,822,,
32579,Tivendale,822,,
32580,Tiwi,810,,
32581,Tiwi Islands,822,,
32582,Top Springs,852,,
32583,Tortilla Flats,822,,
32584,Tumbling Waters,822,,
32585,Umbakumba,822,,
32586,Uralla,852,,
32587,Venn,852,,
32588,Vernon Islands,822,,
32589,Victoria River,852,,
32590,Victoria River Downs,852,,
32591,Virginia,835,,
32592,Wadeye,822,,
32593,Wagait Beach,822,,
32594,Wagaman,810,,
32595,Wak Wak,822,,
32596,Wanguri,810,,
32597,Warruwi,822,,
32598,Warumungu,852,,
32599,Wave Hill,852,,
32600,Weddell,822,,
32601,West Arnhem,822,,
32602,Wickham,822,,
32603,Wilton,852,,
32604,Winnellie,820,,
32605,Winnellie,821,,
32606,Winnellie,822,,
32607,Wishart,822,,
32608,Woodleigh Gardens,812,,
32609,Woodroffe,830,,
32610,Woolaning,822,,
32611,Woolner,820,,
32612,Wulagi,812,,
32613,Yarralin,852,,
32614,Yarrawonga,830,,
32615,Yirrkala,880,,
32616,Zuccoli,832,,
32617,Aherrenge,872,,
32618,Ali Curung,872,,
32619,Alice Springs,870,,
32620,Alice Springs,871,,
32621,Alice Springs,872,,
32622,Amata,872,,
32623,Amoonguna,872,,
32624,Areyonga,872,,
32625,Atitjere,872,,
32626,Avon Downs,862,,
32627,Ayers Rock,872,,
32628,Barrow Creek,872,,
32629,Brunchilly,861,,
32630,Canteen Creek,872,,
32631,Chilla Well,872,,
32632,Ciccone,870,,
32633,Connellan,870,,
32634,Costello,872,,
32635,Cresswell Downs,862,,
32636,Davenport,872,,
32637,Docker River,872,,
32638,Elliott,862,,
32639,Engawala,872,,
32640,Erldunda,872,,
32641,Ernabella,872,,
32642,Finke,872,,
32643,Fregon,872,,
32644,Ghan,872,,
32645,Gibson Desert North,872,,
32646,Gibson Desert South,872,,
32647,Haasts Bluff,872,,
32648,Hale,872,,
32649,Hart,872,,
32650,Hart Range,872,,
32651,Helen Springs,862,,
32652,Hermannsburg,872,,
32653,Hugh,872,,
32654,Ilparpa,870,,
32655,Irlpme,870,,
32656,Jay Creek,872,,
32657,Kaltukatjara,872,,
32658,Kintore,872,,
32659,Kulgera,872,,
32660,Lake Mackay,872,,
32661,Larapinta,870,,
32662,Mereenie,872,,
32663,Mount Johns,870,,
32664,Mount Liebig,872,,
32665,Mount Zeil,872,,
32666,Muckaty Station,862,,
32667,Namatjira,872,,
32668,Newcastle Waters,862,,
32669,Nicholson,862,,
32670,Papunya,872,,
32671,Petermann,872,,
32672,Phillip Creek Station,862,,
32673,Pitjantjatjara Homelands,872,,
32674,Renner Springs,862,,
32675,Sadadeen,870,,
32676,Santa Teresa,872,,
32677,Stuart,870,,
32678,Tablelands,862,,
32679,Tanami,872,,
32680,Tennant Creek,860,,
32681,Tennant Creek,861,,
32682,Tennant Creek,862,,
32683,The Gap,870,,
32684,Three Ways,862,,
32685,Ti Tree,872,,
32686,Tjukurla,872,,
32687,Uluru,872,,
32688,Undoolya,870,,
32689,Wallace Rockhole,872,,
32690,Warrego,862,,
32691,Willowra,872,,
32692,Wilora,872,,
32693,Wollogorang Station,862,,
32694,Wycliffe Well,862,,
32695,Yuelamu,872,,
32696,Yuendumu,872,,
32697,Yulara,872,,
32698,Brisbane,4000,,
32699,Brisbane,4001,,
32700,City East,4002,,
32701,George Street,4003,,
32702,Riverside,4001,,
32703,Spring Hill,4000,,
32704,Spring Hill,4004,,
32705,Wintergarden,4002,,
32706,Adelaide Park,4703,,
32707,Agnes Water,4677,,
32708,Airlie Beach,4802,,
32709,Alberta,4702,,
32710,Aldoga,4694,,
32711,Alexandra,4740,,
32712,Allenstown,4700,,
32713,Alligator Creek,4740,,
32714,Alpha,4724,,
32715,Alsace,4702,,
32716,Alton Downs,4702,,
32717,Ambrose,4695,,
32718,Anakie,4702,,
32719,Andergrove,4740,,
32720,Andromache,4800,,
32721,Aramac,4726,,
32722,Argoon,4702,,
32723,Argyll,4721,,
32724,Armstrong Beach,4737,,
32725,Bajool,4699,,
32726,Bakers Creek,4740,,
32727,Balberra,4740,,
32728,Balcomba,4702,,
32729,Ball Bay,4741,,
32730,Balnagowan,4740,,
32731,Banana,4702,,
32732,Bangalee,4703,,
32733,Baralaba,4702,,
32734,Barcaldine,4725,,
32735,Barcaldine Downs,4725,,
32736,Baree,4714,,
32737,Barlows Hill,4703,,
32738,Barmaryee,4703,,
32739,Barmoya,4703,,
32740,Barnard,4702,,
32741,Barney Point,4680,,
32742,Bauhinia,4718,,
32743,Beaconsfield,4740,,
32744,Beaufort,4724,,
32745,Beecher,4680,,
32746,Belcong,4723,,
32747,Belmunda,4740,,
32748,Benaraby,4680,,
32749,Benholme,4754,,
32750,Berserker,4701,,
32751,Biloela,4715,,
32752,Binbee,4805,,
32753,Bingegang,4702,,
32754,Blackdown,4702,,
32755,Blacks Beach,4740,,
32756,Blackwater,4717,,
32757,Bloomsbury,4799,,
32758,Blue Mountain,4737,,
32759,Bluff,4702,,
32760,Bogie,4805,,
32761,Bondoola,4703,,
32762,Boolburra,4702,,
32763,Bororen,4678,,
32764,Boulder Creek,4714,,
32765,Bouldercombe,4702,,
32766,Bowen,4805,,
32767,Boyne Island,4680,,
32768,Boyne Valley,4680,,
32769,Boynedale,4680,,
32770,Bracewell,4695,,
32771,Brandy Creek,4800,,
32772,Breadalbane,4800,,
32773,Brightly,4741,,
32774,Brisk Bay,4805,,
32775,Broken River,4757,,
32776,Bucasia,4750,,
32777,Buckland,4722,,
32778,Builyan,4680,,
32779,Bungundarra,4703,,
32780,Burton,4742,,
32781,Burua,4680,,
32782,Bushley,4702,,
32783,Byellee,4680,,
32784,Byfield,4703,,
32785,Cairdbeign,4722,,
32786,Calen,4798,,
32787,Callemondah,4680,,
32788,Callide,4715,,
32789,Calliope,4680,,
32790,Camboon,4719,,
32791,Camoola,4730,,
32792,Canal Creek,4702,,
32793,Cannon Valley,4800,,
32794,Cannonvale,4802,,
32795,Canoona,4702,,
32796,Cape Conway,4800,,
32797,Cape Gloucester,4800,,
32798,Cape Hillsborough,4740,,
32799,Capella,4723,,
32800,Captain Creek,4677,,
32801,Carbine Creek,4723,,
32802,Carmila,4739,,
32803,Castle Creek,4715,,
32804,Causeway Lake,4703,,
32805,Cawarral,4702,,
32806,Central Queensland,4702,,
32807,Central Queensland University,4701,,
32808,Chelona,4740,,
32809,Chirnside,4723,,
32810,Chorregon,4730,,
32811,Clairview,4741,,
32812,Clarke Creek,4705,,
32813,Clermont,4721,,
32814,Clinton,4680,,
32815,Cobraball,4703,,
32816,Collaroy,4707,,
32817,Collinsville,4804,,
32818,Colosseum,4677,,
32819,Comet,4702,,
32820,Cona Creek,4722,,
32821,Coningsby,4740,,
32822,Consuelo,4702,,
32823,Conway,4800,,
32824,Conway Beach,4800,,
32825,Cooee Bay,4703,,
32826,Coomoo,4702,,
32827,Coorooman,4702,,
32828,Coorumbene,4702,,
32829,Coowonga,4702,,
32830,Coppabella,4741,,
32831,Corfield,4733,,
32832,Cracow,4719,,
32833,Crediton,4757,,
32834,Cremorne,4740,,
32835,Crinum,4723,,
32836,Crystal Brook,4800,,
32837,Curtis Island,4680,,
32838,Dakenba,4715,,
32839,Dalma,4702,,
32840,Dalrymple Heights,4757,,
32841,Darts Creek,4695,,
32842,Daydream Island,4741,,
32843,Delta,4805,,
32844,Depot Hill,4700,,
32845,Devereux Creek,4753,,
32846,Diamantina Lakes,4735,,
32847,Diglum,4680,,
32848,Dingo,4702,,
32849,Dingo Beach,4800,,
32850,Dittmer,4800,,
32851,Dixalea,4702,,
32852,Dolphin Heads,4740,,
32853,Dows Creek,4754,,
32854,Dromedary,4718,,
32855,Drummondslope,4724,,
32856,Duaringa,4712,,
32857,Dululu,4702,,
32858,Dumbleton,4740,,
32859,Dumgree,4715,,
32860,Dumpy Creek,4702,,
32861,Dundula,4740,,
32862,Dunnrock,4740,,
32863,Dunrobin,4728,,
32864,Dysart,4745,,
32865,Eaglefield,4742,,
32866,East End,4695,,
32867,East Mackay,4740,,
32868,Eimeo,4740,,
32869,Elphinstone,4742,,
32870,Emerald,4720,,
32871,Emu Park,4710,,
32872,Epsom,4741,,
32873,Erakala,4740,,
32874,Ernestina,4730,,
32875,Etna Creek,4702,,
32876,Eton,4741,,
32877,Eton North,4741,,
32878,Eungella,4757,,
32879,Eungella Dam,4757,,
32880,Eungella Hinterland,4741,,
32881,Eurimbula,4677,,
32882,Fairy Bower,4700,,
32883,Farleigh,4741,,
32884,Farnborough,4703,,
32885,Fernlees,4702,,
32886,Finch Hatton,4756,,
32887,Flametree,4802,,
32888,Fletcher Creek,4714,,
32889,Foreshores,4678,,
32890,Foulden,4740,,
32891,Foxdale,4800,,
32892,Frankfield,4721,,
32893,Frenchville,4701,,
32894,Freshwater Point,4737,,
32895,Gainsford,4702,,
32896,Garfield,4728,,
32897,Gargett,4741,,
32898,Garnant,4702,,
32899,Gemini Mountains,4721,,
32900,Gindie,4702,,
32901,Gladstone,4680,,
32902,Gladstone South,4680,,
32903,Glen Eden,4680,,
32904,Glen Isla,4800,,
32905,Glendale,4711,,
32906,Glenden,4743,,
32907,Glenella,4740,,
32908,Glenlee,4711,,
32909,Glenmoral,4719,,
32910,Glenroy,4702,,
32911,Gogango,4702,,
32912,Goomally,4702,,
32913,Goorganga Creek,4800,,
32914,Goorganga Plains,4800,,
32915,Goovigen,4702,,
32916,Goowarra,4702,,
32917,Gracemere,4702,,
32918,Grasstree Beach,4740,,
32919,Great Keppel Island,4700,,
32920,Greenlake,4701,,
32921,Greenmount,4751,,
32922,Gregory River,4800,,
32923,Greycliffe,4715,,
32924,Gumlu,4805,,
32925,Gunyarra,4800,,
32926,Guthalungra,4805,,
32927,Habana,4740,,
32928,Hail Creek,4742,,
32929,Haliday Bay,4740,,
32930,Hamilton Creek,4714,,
32931,Hamilton Island,4803,,
32932,Hamilton Plains,4800,,
32933,Hampden,4741,,
32934,Hay Point,4740,,
32935,Hayman Island,4801,,
32936,Hazledean,4741,,
32937,Heron Island,4680,,
32938,Hibernia,4723,,
32939,Hidden Valley,4703,,
32940,Hideaway Bay,4800,,
32941,Hobartville,4724,,
32942,Homebush,4740,,
32943,Hook Island,4741,,
32944,Horse Creek,4714,,
32945,Ilbilbie,4738,,
32946,Ilfracombe,4727,,
32947,Inverness,4703,,
32948,Ironpot,4701,,
32949,Isisford,4731,,
32950,Isla,4719,,
32951,Iveragh,4680,,
32952,Jambin,4702,,
32953,Jardine,4702,,
32954,Jellinbah,4702,,
32955,Jericho,4728,,
32956,Johnsons Hill,4714,,
32957,Joskeleigh,4702,,
32958,Jubilee Pocket,4802,,
32959,Jundah,4736,,
32960,Kabra,4702,,
32961,Kalapa,4702,,
32962,Kalarka,4741,,
32963,Kawana,4701,,
32964,Kelsey Creek,4800,,
32965,Kemmis,4742,,
32966,Keppel Sands,4702,,
32967,Khosh Bulduk,4723,,
32968,Kianga,4718,,
32969,Kilcummin,4721,,
32970,Kin Kora,4680,,
32971,Kinchant Dam,4741,,
32972,Kinka Beach,4703,,
32973,Kirkwood,4680,,
32974,Kokotungo,4702,,
32975,Koongal,4701,,
32976,Koumala,4738,,
32977,Kunwarara,4702,,
32978,Kuttabul,4741,,
32979,Laguna Quays,4800,,
32980,Lake Mary,4703,,
32981,Lake Proserpine,4800,,
32982,Lakes Creek,4701,,
32983,Lammermoor,4703,,
32984,Lawgi Dawes,4716,,
32985,Lethebrook,4800,,
32986,Leydens Hill,4714,,
32987,Lilyvale,4723,,
32988,Limestone,4714,,
32989,Limestone Creek,4701,,
32990,Lindeman Island,4741,,
32991,Lonesome Creek,4719,,
32992,Long Island,4741,,
32993,Longreach,4730,,
32994,Lotus Creek,4705,,
32995,Lowesby,4702,,
32996,Lowestoff,4723,,
32997,Machine Creek,4695,,
32998,Mackay,4740,,
32999,Mackay,4741,,
33000,Mackay Harbour,4740,,
33001,Mackay North,4740,,
33002,Mackay South,4740,,
33003,Mackay West,4740,,
33004,Mackenzie,4702,,
33005,Mackenzie River,4705,,
33006,Mandalay,4802,,
33007,Maneroo,4730,,
33008,Many Peaks,4680,,
33009,Marian,4753,,
33010,Marlborough,4705,,
33011,Marmor,4702,,
33012,Maryvale,4703,,
33013,May Downs,4746,,
33014,Mcewens Beach,4740,,
33015,Meikleville Hill,4703,,
33016,Mentmore,4798,,
33017,Merinda,4805,,
33018,Mexico,4728,,
33019,Mia Mia,4754,,
33020,Middlemount,4746,,
33021,Middleton,4735,,
33022,Midge Point,4799,,
33023,Midgee,4702,,
33024,Milman,4702,,
33025,Mimosa,4702,,
33026,Mirani,4754,,
33027,Miriam Vale,4677,,
33028,Moongan,4714,,
33029,Moonmera,4702,,
33030,Moranbah,4744,,
33031,Morella,4730,,
33032,Morinish,4702,,
33033,Morinish South,4702,,
33034,Mount Alma,4680,,
33035,Mount Archer,4701,,
33036,Mount Britton,4742,,
33037,Mount Chalmers,4702,,
33038,Mount Charlton,4741,,
33039,Mount Coolon,4804,,
33040,Mount Gardiner,4705,,
33041,Mount Jukes,4740,,
33042,Mount Julian,4800,,
33043,Mount Larcom,4695,,
33044,Mount Macarthur,4723,,
33045,Mount Marlow,4800,,
33046,Mount Martin,4754,,
33047,Mount Morgan,4714,,
33048,Mount Murchison,4715,,
33049,Mount Ossa,4741,,
33050,Mount Pelion,4741,,
33051,Mount Pleasant,4740,,
33052,Mount Pluto,4800,,
33053,Mount Rooper,4802,,
33054,Mount Tom,4677,,
33055,Mount Wyatt,4804,,
33056,Moura,4718,,
33057,Mulambin,4703,,
33058,Mulara,4703,,
33059,Munbura,4740,,
33060,Mungabunda,4718,,
33061,Muttaburra,4732,,
33062,Myrtlevale,4800,,
33063,Nagoorin,4680,,
33064,Nandowrie,4722,,
33065,Nankin,4701,,
33066,Nebo,4742,,
33067,Nerimbera,4701,,
33068,Netherdale,4756,,
33069,New Auckland,4680,,
33070,Newlands,4804,,
33071,Nindaroo,4740,,
33072,Nine Mile,4702,,
33073,Nine Mile Creek,4714,,
33074,Norman Gardens,4701,,
33075,North Eton,4741,,
33076,North Gregory,4800,,
33077,North Mackay,4740,,
33078,North Rockhampton,4701,,
33079,O'Connell,4680,,
33080,Oakenden,4741,,
33081,Oakey Creek,4714,,
33082,Ogmore,4706,,
33083,Oombabeer,4718,,
33084,Ooralea,4740,,
33085,Opalton,4735,,
33086,Orange Creek,4715,,
33087,Orion,4722,,
33088,Orkabie,4741,,
33089,Owens Creek,4741,,
33090,Oxford,4742,,
33091,Pacific Heights,4703,,
33092,Paget,4740,,
33093,Palm Grove,4800,,
33094,Palmyra,4751,,
33095,Park Avenue,4701,,
33096,Parkhurst,4702,,
33097,Pasha,4721,,
33098,Patrick,4725,,
33099,Pauls Pocket,4800,,
33100,Pelican Creek,4726,,
33101,Pheasant Creek,4702,,
33102,Pindi Pindi,4798,,
33103,Pine Hill,4724,,
33104,Pinevale,4754,,
33105,Pink Lily,4702,,
33106,Pinnacle,4741,,
33107,Pleystowe,4741,,
33108,Plum Tree,4702,,
33109,Port Alma,4699,,
33110,Port Curtis,4700,,
33111,Port Wine,4724,,
33112,Preston,4800,,
33113,Proserpine,4800,,
33114,Prospect,4715,,
33115,Queens Beach,4805,,
33116,Racecourse,4740,,
33117,Raglan,4697,,
33118,Retro,4723,,
33119,Rhydding,4718,,
33120,Richmond,4740,,
33121,Ridgelands,4702,,
33122,Riordanvale,4800,,
33123,River Ranch,4680,,
33124,Rockhampton,4700,,
33125,Rockhampton,4701,,
33126,Rockhampton North,4701,,
33127,Rockyview,4701,,
33128,Rodds Bay,4678,,
33129,Rolleston,4702,,
33130,Rosella,4740,,
33131,Rosslyn,4703,,
33132,Rossmoya,4702,,
33133,Round Hill,4677,,
33134,Roundstone,4718,,
33135,Rubyvale,4702,,
33136,Rural View,4740,,
33137,Sandiford,4740,,
33138,Sandringham,4701,,
33139,Sapphire,4702,,
33140,Sarina,4737,,
33141,Sarina Beach,4737,,
33142,Sarina Range,4737,,
33143,Seaforth,4741,,
33144,Sedgeford,4724,,
33145,Septimus,4754,,
33146,Seventeen Seventy,4677,,
33147,Shoal Point,4750,,
33148,Shoalwater,4702,,
33149,Shute Harbour,4802,,
33150,Silver Creek,4800,,
33151,Slade Point,4740,,
33152,Smoky Creek,4702,,
33153,South End,4680,,
33154,South Gladstone,4680,,
33155,South Mackay,4740,,
33156,South Molle,4741,,
33157,South Trees,4680,,
33158,South Yaamba,4702,,
33159,Springlands,4804,,
33160,Springsure,4722,,
33161,St Helens Beach,4798,,
33162,St Lawrence,4707,,
33163,Stanage,4702,,
33164,Stanwell,4702,,
33165,Stewarton,4702,,
33166,Stockyard,4703,,
33167,Stonehenge,4730,,
33168,Strathdickie,4800,,
33169,Strathfield,4742,,
33170,Struck Oil,4714,,
33171,Sugarloaf,4800,,
33172,Sun Valley,4680,,
33173,Sunnyside,4737,,
33174,Surbiton,4724,,
33175,Suttor,4743,,
33176,Tablederry,4732,,
33177,Tablelands,4680,,
33178,Tanby,4703,,
33179,Tannum Sands,4680,,
33180,Tara Station,4725,,
33181,Taragoola,4680,,
33182,Taranganba,4703,,
33183,Targinie,4694,,
33184,Taroomball,4703,,
33185,Tarramba,4715,,
33186,Te Kowai,4740,,
33187,Telina,4680,,
33188,Thangool,4716,,
33189,The Caves,4702,,
33190,The Common,4701,,
33191,The Keppels,4700,,
33192,The Leap,4740,,
33193,The Mine,4714,,
33194,The Narrows,4695,,
33195,The Range,4700,,
33196,Theodore,4719,,
33197,Theresa Creek,4721,,
33198,Thompson Point,4702,,
33199,Thoopara,4800,,
33200,Tieri,4709,,
33201,Tocal,4730,,
33202,Toolooa,4680,,
33203,Trotter Creek,4714,,
33204,Tungamull,4702,,
33205,Turkey Beach,4678,,
33206,Turrawulla,4742,,
33207,Ubobo,4680,,
33208,Ulogie,4702,,
33209,Valentine Plains,4715,,
33210,Valkyrie,4742,,
33211,Vergemont,4730,,
33212,Victoria Plains,4751,,
33213,Walkerston,4751,,
33214,Wallaroo,4702,,
33215,Walmul,4714,,
33216,Walterhall,4714,,
33217,Wandal,4700,,
33218,Warnoah,4718,,
33219,Wattlebank,4704,,
33220,Wealwandangie,4722,,
33221,Weerriba,4703,,
33222,West Gladstone,4680,,
33223,West Mackay,4740,,
33224,West Rockhampton,4700,,
33225,West Stowe,4680,,
33226,Westwood,4702,,
33227,Whitsundays,4802,,
33228,Willows,4702,,
33229,Willows Gemfields,4702,,
33230,Wilson Beach,4800,,
33231,Winton,4735,,
33232,Wolfang,4721,,
33233,Woodbury,4703,,
33234,Wooderson,4680,,
33235,Woodwark,4802,,
33236,Woolein,4702,,
33237,Woorabinda,4713,,
33238,Wooroona,4702,,
33239,Wowan,4702,,
33240,Wura,4714,,
33241,Wurdong Heights,4680,,
33242,Wycarbah,4702,,
33243,Yaamba,4704,,
33244,Yalboroo,4741,,
33245,Yamala,4720,,
33246,Yaraka,4702,,
33247,Yarwun,4694,,
33248,Yeppoon,4703,,
33249,Zilzie,4710,,
33250,Advancetown,4211,,
33251,Allenview,4285,,
33252,Arundel,4214,,
33253,Ashmore,4214,,
33254,Austinville,4213,,
33255,Australia Fair,4215,,
33256,Barney View,4287,,
33257,Beaudesert,4285,,
33258,Beechmont,4211,,
33259,Benobble,4275,,
33260,Benowa,4217,,
33261,Biddaddaba,4275,,
33262,Biggera Waters,4216,,
33263,Bilinga,4225,,
33264,Binna Burra,4211,,
33265,Birnam,4285,,
33266,Bonogin,4213,,
33267,Boyland,4275,,
33268,Broadbeach,4218,,
33269,Broadbeach Waters,4218,,
33270,Bromelton,4285,,
33271,Bundall,4217,,
33272,Burleigh,4220,,
33273,Burleigh Heads,4220,,
33274,Burleigh Town,4220,,
33275,Burleigh Waters,4220,,
33276,Cainbable,4285,,
33277,Canungra,4275,,
33278,Carrara,4211,,
33279,Cedar Grove,4285,,
33280,Cedar Vale,4285,,
33281,Chevron Island,4217,,
33282,Chinghee Creek,4285,,
33283,Christmas Creek,4285,,
33284,Clagiraba,4211,,
33285,Clear Island Waters,4226,,
33286,Coolangatta,4225,,
33287,Coombabah,4216,,
33288,Cryna,4285,,
33289,Currumbin,4223,,
33290,Currumbin Valley,4223,,
33291,Currumbin Waters,4223,,
33292,Darlington,4285,,
33293,Eagle Heights,4271,,
33294,Elanora,4221,,
33295,Ferny Glen,4275,,
33296,Flying Fox,4275,,
33297,Gaven,4211,,
33298,Gilston,4211,,
33299,Gleneagle,4285,,
33300,Gold Coast,4217,,
33301,Guanaba,4210,,
33302,Helensvale,4212,,
33303,Highland Park,4211,,
33304,Hillview,4285,,
33305,Hollywell,4216,,
33306,Hope Island,4212,,
33307,Illinbah,4275,,
33308,Innisplain,4285,,
33309,Isle Of Capri,4217,,
33310,Josephville,4285,,
33311,Kagaru,4285,,
33312,Kerry,4285,,
33313,Knapp Creek,4285,,
33314,Kooralbyn,4285,,
33315,Labrador,4215,,
33316,Lamington,4285,,
33317,Lamington National Park,4275,,
33318,Laravale,4285,,
33319,Lower Beechmont,4211,,
33320,Main Beach,4217,,
33321,Maudsland,4210,,
33322,Mermaid Beach,4218,,
33323,Mermaid Waters,4218,,
33324,Merrimac,4226,,
33325,Miami,4220,,
33326,Molendinar,4214,,
33327,Mount Barney,4287,,
33328,Mount Gipps,4285,,
33329,Mount Lindesay,4287,,
33330,Mount Nathan,4211,,
33331,Mount Tamborine,4272,,
