id,locality,post_code,,
39123,Burnewang,3558,,
39124,Burramine,3730,,
39125,Burramine South,3730,,
39126,Burrowye,3709,,
39127,Bushfield,3281,,
39128,Bushy Park,3860,,
39129,Butchers Ridge,3885,,
39130,Buxton,3711,,
39131,Byaduk,3301,,
39132,Byaduk North,3300,,
39133,Byawatha,3678,,
39134,Byrneside,3617,,
39135,Cabanandra,3888,,
39136,Cabarita,3505,,
39137,Cabbage Tree,3364,,
39138,Cabbage Tree Creek,3889,,
39139,Caldermeade,3984,,
39140,Calivil,3573,,
39141,Callawadda,3381,,
39142,Calrossie,3971,,
39143,Calulu,3875,,
39144,Campaspe West,3564,,
39145,Campbells Bridge,3381,,
39146,Campbells Creek,3451,,
39147,Campbelltown,3364,,
39148,Camperdown,3260,,
39149,Canary Island,3537,,
39150,Cann River,3890,,
39151,Cannie,3540,,
39152,Cannum,3393,,
39153,Cape Bridgewater,3305,,
39154,Cape Conran,3888,,
39155,Cape Otway,3233,,
39156,Cape Paterson,3995,,
39157,Cape Woolamai,3925,,
39158,Capels Crossing,3579,,
39159,Carag Carag,3623,,
39160,Caralulup,3371,,
39161,Caramut,3274,,
39162,Carapooee,3478,,
39163,Carapooee West,3478,,
39164,Carapook,3312,,
39165,Carboor,3678,,
39166,Cardross,3496,,
39167,Cargerie,3334,,
39168,Carina,3512,,
39169,Carisbrook,3464,,
39170,Carlisle River,3239,,
39171,Carlyle,3685,,
39172,Carpendeit,3260,,
39173,Carranballac,3361,,
39174,Carron,3480,,
39175,Carwarp,3494,,
39176,Cashmore,3305,,
39177,Cassilis,3898,,
39178,Casterton,3311,,
39179,Castle Creek,3691,,
39180,Castle Donnington,3585,,
39181,Castleburn,3862,,
39182,Castlemaine,3450,,
39183,Cathcart,3377,,
39184,Cathkin,3714,,
39185,Catumnal,3537,,
39186,Caveat,3660,,
39187,Cavendish,3314,,
39188,Ceres,3221,,
39189,Chandlers Creek,3890,,
39190,Chapple Vale,3239,,
39191,Charam,3318,,
39192,Charleroi,3695,,
39193,Charlton,3525,,
39194,Chatsworth,3379,,
39195,Cherrilong,3874,,
39196,Cherrypool,3401,,
39197,Cheshunt,3678,,
39198,Cheshunt South,3678,,
39199,Chesney Vale,3725,,
39200,Chetwynd,3312,,
39201,Chewton,3451,,
39202,Chewton Bushlands,3451,,
39203,Childers,3824,,
39204,Chillingollah,3585,,
39205,Chiltern,3683,,
39206,Chiltern Valley,3683,,
39207,Chinangin,3544,,
39208,Chinkapook,3546,,
39209,Chirrup,3525,,
39210,Chocolyn,3260,,
39211,Christies,3962,,
39212,Churchill Island,3925,,
39213,Chute,3373,,
39214,Clear Lake,3409,,
39215,Clifton Creek,3875,,
39216,Clifton Springs,3222,,
39217,Clonbinane,3658,,
39218,Clover Flat,3315,,
39219,Cloverlea,3822,,
39220,Club Terrace,3889,,
39221,Clunes,3370,,
39222,Clydebank,3851,,
39223,Clydesdale,3461,,
39224,Cobains,3851,,
39225,Cobbannah,3862,,
39226,Cobberas,3900,,
39227,Cobden,3266,,
39228,Cobram,3643,,
39229,Cobram,3644,,
39230,Cobram East,3644,,
39231,Cobrico,3266,,
39232,Cobungra,3898,,
39233,Cocamba,3546,,
39234,Cochranes Creek,3475,,
39235,Codrington,3285,,
39236,Coghills Creek,3364,,
39237,Cohuna,3568,,
39238,Cokum,3542,,
39239,Colac,3250,,
39240,Colac Colac,3707,,
39241,Colac East,3250,,
39242,Colac West,3250,,
39243,Colbinabbin,3559,,
39244,Colbrook,3342,,
39245,Coleraine,3315,,
39246,Colignan,3494,,
39247,Combienbar,3889,,
39248,Concongella,3381,,
39249,Condah,3303,,
39250,Condah Swamp,3286,,
39251,Congupna,3633,,
39252,Connewarre,3227,,
39253,Connewirricoo,3318,,
39254,Coojar,3315,,
39255,Cooma,3616,,
39256,Coomoora,3461,,
39257,Coongulla,3860,,
39258,Coonooer Bridge,3478,,
39259,Coonooer West,3478,,
39260,Cooriemungle,3268,,
39261,Cope Cope,3480,,
39262,Cora Lynn,3814,,
39263,Corack,3480,,
39264,Corack East,3480,,
39265,Coragulac,3249,,
39266,Coral Bank,3691,,
39267,Corinella,3984,,
39268,Corndale,3311,,
39269,Cornelia Creek,3622,,
39270,Cornishtown,3683,,
39271,Coronet Bay,3984,,
39272,Corop,3559,,
39273,Corop West,3558,,
39274,Cororooke,3254,,
39275,Corringle,3888,,
39276,Corryong,3707,,
39277,Corunnun,3249,,
39278,Cosgrove,3631,,
39279,Cosgrove South,3631,,
39280,Costerfield,3523,,
39281,Cotswold,3465,,
39282,Cowa,3862,,
39283,Cowangie,3506,,
39284,Cowes,3922,,
39285,Cowleys Creek,3268,,
39286,Cowwarr,3857,,
39287,Craigie,3465,,
39288,Creek Junction,3669,,
39289,Creek View,3558,,
39290,Creighton,3666,,
39291,Creightons Creek,3666,,
39292,Cressy,3322,,
39293,Creswick,3363,,
39294,Creswick North,3363,,
39295,Crooked River,3862,,
39296,Cross Roads,3373,,
39297,Crossley,3283,,
39298,Crossover,3821,,
39299,Crowlands,3377,,
39300,Croxton East,3301,,
39301,Crymelon,3393,,
39302,Crystal Creek,3714,,
39303,Cudgee,3265,,
39304,Cudgewa,3705,,
39305,Culgoa,3530,,
39306,Culla,3315,,
39307,Cullen,3568,,
39308,Cullulleraine,3496,,
39309,Cundare North,3251,,
39310,Curdies River,3268,,
39311,Curlewis,3222,,
39312,Curyo,3483,,
39313,Dadswells Bridge,3385,,
39314,Daisy Hill,3465,,
39315,Daltons Bridge,3568,,
39316,Dalyston,3992,,
39317,Dandongadale,3737,,
39318,Dargo,3862,,
39319,Darlimurla,3871,,
39320,Darlington,3271,,
39321,Darnum,3822,,
39322,Darriman,3851,,
39323,Dartmoor,3304,,
39324,Dartmouth,3701,,
39325,Dawson,3858,,
39326,Daylesford,3460,,
39327,Deans Marsh,3235,,
39328,Deddick Valley,3888,,
39329,Dederang,3691,,
39330,Deep Lead,3381,,
39331,Delatite,3723,,
39332,Delburn,3871,,
39333,Delegate River East,3888,,
39334,Dellicknora,3888,,
39335,Denicull Creek,3377,,
39336,Denison,3858,,
39337,Dennington,3280,,
39338,Denver,3461,,
39339,Deptford,3875,,
39340,Derby,3516,,
39341,Dergholm,3312,,
39342,Derrinal,3523,,
39343,Derrinallum,3325,,
39344,Devenish,3726,,
39345,Devils River,3714,,
39346,Devon North,3971,,
39347,Dhurringile,3610,,
39348,Digby,3309,,
39349,Diggora,3561,,
39350,Diggora West,3561,,
39351,Dimboola,3414,,
39352,Dingee,3571,,
39353,Dingwall,3579,,
39354,Dinner Plain,3898,,
39355,Dixie,3265,,
39356,Dobie,3377,,
39357,Docker,3678,,
39358,Dockers Plains,3678,,
39359,Doctors Flat,3895,,
39360,Dollar,3871,,
39361,Donald,3480,,
39362,Dooboobetic,3478,,
39363,Dooen,3401,,
39364,Dookie,3646,,
39365,Dorodong,3312,,
39366,Double Bridges,3893,,
39367,Douglas,3409,,
39368,Dreeite,3249,,
39369,Dreeite South,3249,,
39370,Drik Drik,3304,,
39371,Dropmore,3660,,
39372,Drumanure,3636,,
39373,Drumborg,3304,,
39374,Drummartin,3570,,
39375,Drummond,3461,,
39376,Drummond North,3446,,
39377,Drung,3401,,
39378,Dry Diggings,3461,,
39379,Drysdale,3222,,
39380,Duchembegarra,3409,,
39381,Dumbalk,3956,,
39382,Dumbalk North,3956,,
39383,Dumosa,3527,,
39384,Dunach,3371,,
39385,Dundonnell,3271,,
39386,Dunkeld,3294,,
39387,Dunluce,3472,,
39388,Dunneworthy,3377,,
39389,Dunolly,3472,,
39390,Dunrobin,3312,,
39391,Durdidwarrah,3342,,
39392,Durham Ox,3576,,
39393,Dutson,3851,,
39394,Dutson Downs,3851,,
39395,Dutton Way,3305,,
39396,Duverney,3323,,
39397,Eagle Point,3878,,
39398,Earlston,3669,,
39399,East Bairnsdale,3875,,
39400,East Sale,3852,,
39401,East Wangaratta,3678,,
39402,Eastern View,3231,,
39403,Eastville,3463,,
39404,Ebden,3691,,
39405,Echuca,3564,,
39406,Echuca East,3564,,
39407,Echuca South,3564,,
39408,Echuca Village,3564,,
39409,Echuca West,3564,,
39410,Ecklin South,3265,,
39411,Eddington,3472,,
39412,Edenhope,3318,,
39413,Edgecombe,3444,,
39414,Edi,3678,,
39415,Edi Upper,3678,,
39416,Eganstown,3461,,
39417,Eildon,3713,,
39418,Elaine,3334,,
39419,Eldorado,3746,,
39420,Elevated Plains,3461,,
39421,Elingamite,3266,,
39422,Elingamite North,3266,,
39423,Ellaswood,3875,,
39424,Ellerslie,3265,,
39425,Elliminyt,3250,,
39426,Ellinbank,3821,,
39427,Elmhurst,3469,,
39428,Elmore,3558,,
39429,Elphinstone,3448,,
39430,Emu,3475,,
39431,Emu Flat,3522,,
39432,Englefield,3407,,
39433,Ensay,3895,,
39434,Ensay North,3895,,
39435,Errinundra,3889,,
39436,Eskdale,3701,,
39437,Esmond,3730,,
39438,Eurack,3251,,
39439,Euroa,3666,,
39440,Eurobin,3739,,
39441,Evansford,3371,,
39442,Eversley,3377,,
39443,Everton,3678,,
39444,Everton Upper,3678,,
39445,Fairbank,3951,,
39446,Fairhaven,3231,,
39447,Fairley,3579,,
39448,Fairy Dell,3561,,
39449,Fairy Dell,3875,,
39450,Falls Creek,3699,,
39451,Faraday,3451,,
39452,Fawcett,3714,,
39453,Fentons Creek,3518,,
39454,Ferguson,3237,,
39455,Fern Hill,3458,,
39456,Fernbank,3864,,
39457,Ferndale,3821,,
39458,Fernihurst,3518,,
39459,Fiery Flat,3518,,
39460,Fish Creek,3959,,
39461,Fish Point,3585,,
39462,Fiskville,3342,,
39463,Flaggy Creek,3875,,
39464,Flagstaff,3465,,
39465,Flamingo Beach,3851,,
39466,Flowerdale,3658,,
39467,Flowerdale,3717,,
39468,Forge Creek,3875,,
39469,Forrest,3236,,
39470,Foster,3960,,
39471,Foster North,3960,,
39472,Fosterville,3557,,
39473,Foxhow,3323,,
39474,Framlingham,3265,,
39475,Framlingham East,3265,,
39476,Franklinford,3461,,
39477,Freeburgh,3741,,
39478,French Island,3921,,
39479,Frenchmans,3384,,
39480,Fryerstown,3451,,
39481,Fulham,3851,,
39482,Fyans Creek,3381,,
39483,Fyansford,3221,,
39484,Gaffneys Creek,3723,,
39485,Gainsborough,3822,,
39486,Gannawarra,3568,,
39487,Gapsted,3737,,
39488,Garfield,3814,,
39489,Garfield North,3814,,
39490,Garvoc,3265,,
39491,Gateway Island,3691,,
39492,Gatum,3407,,
39493,Gazette,3289,,
39494,Geelong,3221,,
39495,Gelantipy,3885,,
39496,Gellibrand,3239,,
39497,Gellibrand Lower,3237,,
39498,Gelliondale,3971,,
39499,Genoa,3891,,
39500,Gentle Annie,3833,,
39501,Georges Creek,3700,,
39502,Gerahmin,3546,,
39503,Gerang Gerung,3418,,
39504,Gerangamete,3243,,
39505,Germania,3381,,
39506,Germantown,3741,,
39507,Gerrigerrup,3289,,
39508,Gherang,3240,,
39509,Gheringhap,3331,,
39510,Ghin Ghin,3717,,
39511,Giffard,3851,,
39512,Giffard West,3851,,
39513,Gil Gil,3480,,
39514,Gillieston,3616,,
39515,Gillum,3858,,
39516,Gipsy Point,3891,,
39517,Girgarre,3624,,
39518,Girgarre East,3616,,
39519,Gladfield,3575,,
39520,Glen Alvie,3979,,
39521,Glen Creek,3691,,
39522,Glen Falloch,3858,,
39523,Glen Forbes,3990,,
39524,Glen Valley,3898,,
39525,Glen Wills,3898,,
39526,Glenaire,3238,,
39527,Glenaladale,3864,,
39528,Glenalbyn,3517,,
39529,Glenburn,3717,,
39530,Glendaruel,3363,,
39531,Glendonnell,3364,,
39532,Glenfyne,3266,,
39533,Glengower,3370,,
39534,Glenhope,3444,,
39535,Glenhope East,3444,,
39536,Glenisla,3314,,
39537,Glenlee,3418,,
39538,Glenlofty,3469,,
39539,Glenlogie,3469,,
39540,Glenloth,3527,,
39541,Glenloth East,3527,,
39542,Glenluce,3451,,
39543,Glenlyon,3461,,
39544,Glenmaggie,3858,,
39545,Glenorchy,3385,,
39546,Glenormiston North,3265,,
39547,Glenormiston South,3265,,
39548,Glenpatrick,3469,,
39549,Glenrowan,3675,,
39550,Glenrowan West,3675,,
39551,Glenthompson,3293,,
39552,Glomar Beach,3851,,
39553,Gnarwarre,3221,,
39554,Gnotuk,3260,,
39555,Gobur,3719,,
39556,Golden Beach,3851,,
39557,Golden Point,3451,,
39558,Golden Point,3465,,
39559,Goldsborough,3472,,
39560,Gonn Crossing,3579,,
39561,Goomalibee,3673,,
39562,Goon Nure,3875,,
39563,Goongerah,3888,,
39564,Gooram,3666,,
39565,Gooramadda,3685,,
39566,Goorambat,3725,,
39567,Goornong,3557,,
39568,Gooroc,3478,,
39569,Gorae,3305,,
39570,Gorae West,3305,,
39571,Gordon,3345,,
39572,Gormandale,3873,,
39573,Goroke,3412,,
39574,Goschen,3585,,
39575,Goughs Bay,3723,,
39576,Goulburn Weir,3608,,
39577,Gowanford,3544,,
39578,Gowangardie,3669,,
39579,Gowar East,3478,,
39580,Gower,3451,,
39581,Grahamvale,3631,,
39582,Grampians,3314,,
39583,Grand Ridge,3870,,
39584,Granite Flat,3525,,
39585,Granite Rock,3875,,
39586,Grantville,3984,,
39587,Granya,3701,,
39588,Grass Flat,3409,,
39589,Grassdale,3302,,
39590,Grassmere,3281,,
39591,Graytown,3608,,
39592,Gre Gre,3478,,
39593,Gre Gre North,3478,,
39594,Gre Gre South,3478,,
39595,Great Southern,3685,,
39596,Great Western,3377,,
39597,Gredgwin,3537,,
39598,Green Gully,3462,,
39599,Greenhill,3444,,
39600,Greens Creek,3381,,
39601,Greenwald,3304,,
39602,Greta,3675,,
39603,Greta South,3675,,
39604,Greta West,3675,,
39605,Grey River,3221,,
39606,Gringegalgona,3315,,
39607,Gritjurk,3315,,
39608,Guildford,3451,,
39609,Gunbower,3566,,
39610,Gundowring,3691,,
39611,Gunyah,3960,,
39612,Guys Forest,3709,,
39613,Gymbowen,3401,,
39614,Halls Gap,3381,,
39615,Hallston,3953,,
39616,Hamilton,3300,,
39617,Hansonville,3675,,
39618,Happy Valley,3360,,
39619,Happy Valley,3549,,
39620,Harcourt,3453,,
39621,Harcourt North,3453,,
39622,Harmers Haven,3995,,
39623,Harrietville,3741,,
39624,Harrow,3317,,
39625,Harston,3616,,
39626,Hattah,3501,,
39627,Havelock,3465,,
39628,Haven,3401,,
39629,Havilah,3737,,
39630,Hawkesdale,3287,,
39631,Hawkhurst,3862,,
39632,Haydens Bog,3888,,
39633,Hazel Park,3966,,
39634,Hazeldene,3658,,
39635,Heathcote,3523,,
39636,Heathcote South,3523,,
39637,Heathmere,3305,,
39638,Hedley,3967,,
39639,Hensley Park,3301,,
39640,Henty,3312,,
39641,Hepburn,3461,,
39642,Hepburn Springs,3461,,
39643,Hesse,3321,,
39644,Hexham,3273,,
39645,Heyfield,3858,,
39646,Heytesbury Lower,3268,,
39647,Heywood,3304,,
39648,Hiamdale,3847,,
39649,Hiawatha,3971,,
39650,Hicksborough,3995,,
39651,Highlands,3660,,
39652,Hilgay,3315,,
39653,Hillside,3875,,
39654,Hinnomunjie,3898,,
39655,Hoddle,3959,,
39656,Hollands Landing,3862,,
39657,Homebush,3465,,
39658,Homerton,3304,,
39659,Homewood,3717,,
39660,Hopetoun,3396,,
39661,Hopevale,3396,,
39662,Hordern Vale,3238,,
39663,Horfield,3567,,
39664,Horsham,3400,,
39665,Horsham,3401,,
39666,Horsham,3402,,
39667,Horsham West,3400,,
39668,Hotham Heights,3741,,
39669,Hotspur,3303,,
39670,Howes Creek,3723,,
39671,Howqua,3723,,
39672,Howqua Hills,3723,,
39673,Howqua Inlet,3723,,
39674,Hume Weir,3691,,
39675,Hunter,3558,,
39676,Hunterston,3971,,
39677,Huon,3695,,
39678,Huon Creek,3691,,
39679,Icy Creek,3833,,
39680,Iguana Creek,3875,,
39681,Illawarra,3381,,
39682,Illowa,3282,,
39683,Indented Head,3223,,
39684,Indigo Valley,3688,,
39685,Inglewood,3517,,
39686,Ingliston,3342,,
39687,Inkerman,3472,,
39688,Invergordon,3636,,
39689,Invergordon South,3634,,
39690,Inverleigh,3321,,
39691,Inverloch,3996,,
39692,Iona,3815,,
39693,Iraak,3494,,
39694,Irishtown,3451,,
39695,Irrewarra,3249,,
39696,Irrewillipe,3249,,
39697,Irrewillipe East,3249,,
39698,Irymple,3498,,
39699,Jack River,3971,,
39700,Jam Jerrup,3984,,
39701,Jamieson,3723,,
39702,Jan Juc,3228,,
39703,Jancourt,3266,,
39704,Jancourt East,3266,,
39705,Jarklin,3517,,
39706,Jarrahmond,3888,,
39707,Jarvis Creek,3700,,
39708,Jeetho,3945,,
39709,Jeffcott,3480,,
39710,Jeffcott North,3480,,
39711,Jeparit,3423,,
39712,Jeruk,3527,,
39713,Jil Jil,3483,,
39714,Jilpanger,3409,,
39715,Joel Joel,3381,,
39716,Joel South,3381,,
39717,Johanna,3238,,
39718,Johnsonville,3902,,
39719,Joyces Creek,3462,,
39720,Jumbuk,3869,,
39721,Jumbunna,3951,,
39722,Jung,3401,,
39723,Jungaburra,3575,,
39724,Kaarimba,3635,,
39725,Kadnook,3318,,
39726,Kalimna,3909,,
39727,Kalimna West,3909,,
39728,Kalkee,3401,,
39729,Kalpienung,3529,,
39730,Kamarooka,3570,,
39731,Kamarooka North,3571,,
39732,Kanagulk,3401,,
39733,Kancoona,3691,,
39734,Kaniva,3419,,
39735,Kanumbra,3719,,
39736,Kanya,3381,,
39737,Kanyapella,3564,,
39738,Karabeal,3294,,
39739,Kardella,3951,,
39740,Kardella South,3950,,
39741,Kariah,3260,,
39742,Karnak,3401,,
39743,Karramomus,3631,,
39744,Karyrie,3483,,
39745,Katamatite,3649,,
39746,Katamatite East,3649,,
39747,Katandra,3634,,
39748,Katandra West,3634,,
39749,Katunga,3640,,
39750,Kawarren,3249,,
39751,Keely,3568,,
39752,Kellalac,3393,,
39753,Kelvin View,3666,,
39754,Kenley,3597,,
39755,Kenmare,3395,,
39756,Kennedys Creek,3239,,
39757,Kennett River,3221,,
39758,Kerang,3579,,
39759,Kerang East,3579,,
39760,Kergunyah,3691,,
39761,Kergunyah South,3691,,
39762,Kernot,3979,,
39763,Kerrisdale,3660,,
39764,Kevington,3723,,
39765,Kewell,3390,,
39766,Kialla,3631,,
39767,Kialla East,3631,,
39768,Kialla West,3631,,
39769,Kiata,3418,,
39770,Kiewa,3691,,
39771,Kilcunda,3995,,
39772,Killara,3312,,
39773,Killara,3691,,
39774,Killarney,3283,,
39775,Killawarra,3678,,
39776,Killingworth,3717,,
39777,Kilmany,3851,,
39778,King Valley,3678,,
39779,Kingower,3517,,
39780,Kingston,3364,,
39781,Kinnabulla,3483,,
39782,Kinypanial,3520,,
39783,Kirkstall,3283,,
39784,Kirwans Bridge,3608,,
39785,Kithbrook,3666,,
39786,Knebsworth,3286,,
39787,Knowsley,3523,,
39788,Koallah,3260,,
39789,Kobyboyn,3660,,
39790,Koetong,3704,,
39791,Kolora,3265,,
39792,Kongwak,3951,,
39793,Konongwootong,3315,,
39794,Kooloonong,3597,,
39795,Koonda,3669,,
39796,Koondrook,3580,,
39797,Koonoomoo,3644,,
39798,Koonwarra,3954,,
39799,Kooreh,3478,,
39800,Koorlong,3501,,
39801,Kooroocheang,3364,,
39802,Koorool,3860,,
39803,Koorooman,3953,,
39804,Koriella,3714,,
39805,Koroit,3282,,
39806,Korong Vale,3520,,
39807,Koroop,3579,,
39808,Korrine,3979,,
39809,Korumburra,3950,,
39810,Korumburra South,3950,,
39811,Korweinguboora,3461,,
39812,Kotta,3565,,
39813,Kotupna,3638,,
39814,Koyuga,3622,,
39815,Koyuga South,3621,,
39816,Krowera,3945,,
39817,Kulwin,3490,,
39818,Kunat,3585,,
39819,Kurraca,3518,,
39820,Kurraca West,3518,,
39821,Kurting,3517,,
39822,Ky West,3621,,
39823,Kyabram,3619,,
39824,Kyabram,3620,,
39825,Kyabram South,3620,,
39826,Kyneton,3444,,
39827,Kyneton South,3444,,
39828,Kyvalley,3621,,
39829,Laanecoorie,3463,,
39830,Laang,3265,,
39831,Labertouche,3816,,
39832,Laceby,3678,,
39833,Ladys Pass,3523,,
39834,Laen,3480,,
39835,Laen East,3480,,
39836,Laen North,3480,,
39837,Lah,3393,,
39838,Laharum,3401,,
39839,Lake Boga,3584,,
39840,Lake Buloke,3480,,
39841,Lake Bunga,3909,,
39842,Lake Charm,3581,,
39843,Lake Condah,3303,,
39844,Lake Eildon,3713,,
39845,Lake Fyans,3381,,
39846,Lake Goldsmith,3373,,
39847,Lake Lonsdale,3381,,
39848,Lake Marmal,3525,,
39849,Lake Meran,3579,,
39850,Lake Moodemere,3685,,
39851,Lake Mundi,3312,,
39852,Lake Powell,3597,,
39853,Lake Rowan,3727,,
39854,Lake Tyers,3887,,
39855,Lake Tyers Beach,3909,,
39856,Lake Tyrrell,3533,,
39857,Lake Wellington,3851,,
39858,Lake Wongan,3373,,
39859,Lakes Entrance,3909,,
39860,Lalbert,3542,,
39861,Lancaster,3620,,
39862,Lance Creek,3995,,
39863,Landsborough,3384,,
39864,Landsborough West,3384,,
39865,Lang Lang,3984,,
39866,Lang Lang East,3984,,
39867,Langdons Hill,3363,,
39868,Langi Logan,3377,,
39869,Langkoop,3318,,
39870,Langley,3444,,
39871,Langsborough,3971,,
39872,Lardner,3821,,
39873,Larpent,3249,,
39874,Larralea,3325,,
39875,Lascelles,3487,,
39876,Lauriston,3444,,
39877,Lavers Hill,3238,,
39878,Lawler,3480,,
39879,Lawloit,3418,,
39880,Lawrence,3364,,
39881,Leaghur,3537,,
39882,Ledcourt,3385,,
39883,Leichardt,3516,,
39884,Leitchville,3567,,
39885,Lemnos,3631,,
39886,Leneva,3691,,
39887,Leonards Hill,3461,,
39888,Leongatha,3953,,
39889,Leongatha North,3953,,
39890,Leongatha South,3953,,
39891,Leopold,3224,,
39892,Lerderderg,3458,,
39893,Leslie Manor,3260,,
39894,Lethbridge,3332,,
39895,Licola,3858,,
39896,Licola North,3858,,
39897,Lillicur,3371,,
39898,Lillimur,3420,,
39899,Lilliput,3682,,
39900,Lima,3673,,
39901,Lima East,3673,,
39902,Lima South,3673,,
39903,Limestone,3717,,
39904,Limonite,3871,,
39905,Lindenow,3865,,
39906,Lindenow South,3875,,
39907,Lindsay,3312,,
39908,Linga,3509,,
39909,Linton,3360,,
39910,Liparoo,3549,,
39911,Lismore,3324,,
39912,Litchfield,3480,,
39913,Little Desert,3418,,
39914,Little Hampton,3458,,
39915,Llowalong,3862,,
39916,Loch,3945,,
39917,Loch Sport,3851,,
39918,Loch Valley,3833,,
39919,Lochend,3888,,
39920,Lockington,3563,,
39921,Locksley,3665,,
39922,Loddon Vale,3575,,
39923,Logan,3475,,
39924,Londrigan,3678,,
39925,Longerenong,3401,,
39926,Longford,3851,,
39927,Longwarry,3816,,
39928,Longwarry North,3816,,
39929,Longwood,3665,,
39930,Longwood East,3666,,
39931,Lorne,3232,,
39932,Lorquon,3418,,
39933,Lovely Banks,3221,,
39934,Lower Moira,3639,,
39935,Lower Norton,3401,,
39936,Lubeck,3381,,
39937,Lucknow,3875,,
39938,Lucyvale,3691,,
39939,Lurg,3673,,
39940,Lyal,3444,,
39941,Lyons,3304,,
39942,Lyonville,3461,,
39943,Macarthur,3286,,
39944,Macks Creek,3971,,
39945,Macorna,3579,,
39946,Macorna North,3568,,
39947,Macs Cove,3723,,
39948,Madalya,3971,,
39949,Mafeking,3379,,
39950,Maffra,3860,,
39951,Maffra West Upper,3859,,
39952,Mailors Flat,3275,,
39953,Main Lead,3373,,
39954,Maindample,3723,,
39955,Maintongoon,3714,,
39956,Major Plains,3725,,
39957,Majorca,3465,,
39958,Maldon,3463,,
39959,Mallacoota,3892,,
39960,Malmsbury,3446,,
39961,Manangatang,3546,,
39962,Mangalore,3663,,
39963,Mannerim,3222,,
39964,Mannibadar,3360,,
39965,Manns Beach,3971,,
39966,Manorina,3889,,
39967,Mansfield,3722,,
39968,Mansfield,3724,,
39969,Maramingo Creek,3891,,
39970,Marcus Hill,3222,,
39971,Mardan,3953,,
39972,Marengo,3233,,
39973,Marionvale,3634,,
39974,Markwood,3678,,
39975,Marlbed,3483,,
39976,Marlo,3888,,
39977,Marnoo,3387,,
39978,Marong,3515,,
39979,Maroona,3377,,
39980,Marraweeney,3669,,
39981,Martins Creek,3888,,
39982,Marungi,3634,,
39983,Maryborough,3465,,
39984,Maryknoll,3812,,
39985,Massey,3482,,
39986,Matlock,3723,,
39987,Maude,3331,,
39988,Mcevoys,3564,,
39989,Mcintyre,3472,,
39990,Mckenzie Creek,3401,,
39991,Mckenzie Hill,3451,,
39992,Mcloughlins Beach,3874,,
39993,Mcmillans,3568,,
39994,Mead,3568,,
39995,Meadow Creek,3678,,
39996,Meatian,3585,,
39997,Meeniyan,3956,,
39998,Meering West,3579,,
39999,Meerlieu,3862,,
40000,Melville Forest,3315,,
40001,Melwood,3875,,
40002,Mena Park,3373,,
40003,Mepunga,3277,,
40004,Mepunga East,3277,,
40005,Mepunga West,3277,,
40006,Merbein,3505,,
40007,Merbein South,3505,,
40008,Merbein West,3505,,
40009,Meredith,3333,,
40010,Meringur,3496,,
40011,Merino,3310,,
40012,Merriang,3737,,
40013,Merriang South,3737,,
40014,Merrigum,3618,,
40015,Merrijig,3723,,
40016,Merrijig,3875,,
40017,Merrinee,3496,,
40018,Merton,3715,,
40019,Metcalfe,3448,,
40020,Metcalfe East,3444,,
40021,Metung,3904,,
40022,Mewburn Park,3859,,
40023,Mia Mia,3444,,
40024,Middle Creek,3375,,
40025,Miepoll,3666,,
40026,Miga Lake,3409,,
40027,Milawa,3678,,
40028,Mildura,3500,,
40029,Mildura,3501,,
40030,Mildura,3502,,
40031,Mildura East,3500,,
40032,Mildura South,3501,,
40033,Mildura West,3500,,
40034,Milloo,3572,,
40035,Milltown,3304,,
40036,Milnes Bridge,3579,,
40037,Mincha,3575,,
40038,Mincha West,3568,,
40039,Mingay,3324,,
40040,Minhamite,3287,,
40041,Minimay,3413,,
40042,Minjah,3276,,
40043,Minmindie,3537,,
40044,Minyip,3392,,
40045,Miowera,3862,,
40046,Miralie,3596,,
40047,Miram,3415,,
40048,Mirboo,3871,,
40049,Mirboo East,3870,,
40050,Mirboo North,3871,,
40051,Mirboo South,3956,,
40052,Mirimbah,3722,,
40053,Mirranatwa,3294,,
40054,Mitchells Hill,3478,,
40055,Mitchellstown,3608,,
40056,Mitiamo,3573,,
40057,Mitre,3409,,
40058,Mitta Mitta,3701,,
40059,Mittyack,3533,,
40060,Mockinya,3401,,
40061,Modella,3816,,
40062,Modewarre,3240,,
40063,Moggs Creek,3231,,
40064,Moglonemby,3666,,
40065,Mokepilly,3380,,
40066,Molesworth,3718,,
40067,Moliagul,3472,,
40068,Molka,3666,,
40069,Mologa,3575,,
40070,Molyullah,3673,,
40071,Mongans Bridge,3691,,
40072,Monomak,3860,,
40073,Monomeith,3984,,
40074,Montgomery,3851,,
40075,Moolap,3221,,
40076,Moolerr,3478,,
40077,Moolort,3465,,
40078,Moonambel,3478,,
40079,Moonlight Flat,3450,,
40080,Moonlight Flat,3465,,
40081,Moora,3612,,
40082,Moorabool,3221,,
40083,Mooralla,3314,,
40084,Moorilim,3610,,
40085,Moormbool West,3523,,
40086,Moornapa,3862,,
40087,Moorngag,3673,,
40088,Mooroopna North West,3616,,
40089,Morgiana,3301,,
40090,Moriac,3240,,
40091,Moroka,3860,,
40092,Morrisons,3334,,
40093,Morrl Morrl,3381,,
40094,Mortlake,3272,,
40095,Morton Plains,3482,,
40096,Mossiface,3885,,
40097,Mount Alfred,3709,,
40098,Mount Beauty,3699,,
40099,Mount Beckworth,3363,,
40100,Mount Best,3960,,
